##### MuCjam al-buldan 
الآبار	بِئْر
نكيدا	NOTFOUND
نكيف	NOTFOUND
نمار	مارَى,أَمار
النمار	NOTFOUND
النمارق	نُمْرُق
النمارة	نَمّارَة
نمذاباذ	NOTFOUND
نمذيان	NOTFOUND
نمر	مار,مار-ِ,نَمَّر,أَنْمَر,مَرّ,نَمِر,أَمَرّ,أَمار
النمرانية	NOTFOUND
نمرة	مار,مار-ِ,نَمَّر,أَنْمَر,مَرّ,نُمْرَة,نَمِر,نِمْرَة,أَمَرّ,أَمار
نمرى	أَنْمَر,نَمِر
نمكبان	NOTFOUND
نملى	نَمْل,أَمْلَى,نَمَل,مَلَّى,نَمِل,نَمْلِيّ
نميرة	مار-ِ,أَمار
نميسة	ماس-ِ
نميط	ماط-ِ,أَماط
النميلة	NOTFOUND
نميلة	أَمال,مَيَّل
نوا	NOTFOUND
النوابة	NOTFOUND
نوادر	نادِرَة
نوادة	وادّ,نُواد
نوار	وارَى,نُوّار
نواز	وازَى-ِ
النواش	NOTFOUND
النواعص	NOTFOUND
النواصف	NOTFOUND
النواقير	ناقُور
النوائح	نائِحَة
نوب	نَوْبَة,نُوبَة,نَوَّب
نوباغ	NOTFOUND
نوبذ	NOTFOUND
نوباذان	NOTFOUND
نوبندجان	NOTFOUND
نوبنجان	NOTFOUND
نوبهار	NOTFOUND
نوبة	وَبَه-َ,نَوْبَة,أَوْبَه,نُوبَة,نَوَّب,نُوبِيّ
نوجكث	NOTFOUND
نوجاباذ	NOTFOUND
نوخس	NOTFOUND
نوذ	NOTFOUND
نودز	NOTFOUND
نورد	أَوْرَد,وَرَّد
نور	نُور,نَوَر,أَوْرَى,نَوَّر,وَرَّى
نوزاباذ	NOTFOUND
نوز	وَزّ
نوزكاث	NOTFOUND
نوسا	نَوْس
نوشار	NOTFOUND
نوشجان	NOTFOUND
نوش	وَشَّى
نوشهر	NOTFOUND
نوفر	أَوْفَر,وَفُر,وَفَّر
نوقات	NOTFOUND
نوقان	NOTFOUND
نوقد	وَقَّد,أَوْقَد
نوق	ناقَة
نوكذك	NOTFOUND
نوكند	NOTFOUND
نول	نَوْل,نَوَّل,وَلَّى,أَوْلَى
نولة	وَلِه-َِ,نَوْل,نَوَّل,وَلَّى,أَوْلَى,وَلَّه,أَوْلَه
نوند	NOTFOUND
نويرة	NOTFOUND
نويزة	NOTFOUND
نويطف	NOTFOUND
نويعة	NOTFOUND
نها	نَها
نهاب	هاب-َ,أَهاب,نَهّاب
نهاوند	NOTFOUND
نهبان	NOTFOUND
نهران	نَهْر
نهروان	NOTFOUND
نهم	وَهَم-ِ,هَمّ,أَهَمّ,نَهِم,هَما,نَهِم-َ,هام-ِ,نَهَم
نهوذ	NOTFOUND
نهيا	نَهْي,نَهَى-ِ
النهيب	NOTFOUND
النهيض	NOTFOUND
نهية	نُهْيَة,وَهَى-ِ,نَهْي
نهي	نَهْي,وَهَى-ِ,نُهَى,نَهَى-ِ
نبات	نَبات,أَبات
نيار	NOTFOUND
نيازي	NOTFOUND
نياستر	NOTFOUND
نياع	نَيْع
نيان	نِيّ
النيبطن	NOTFOUND
نيبطون	NOTFOUND
نيربا	NOTFOUND
نيرب	NOTFOUND
النير	نَيِّر,نِير
نيرمان	NOTFOUND
نيروز	NOTFOUND
نيروه	NOTFOUND
نيريز	NOTFOUND
نيسابور	NOTFOUND
نشك	وَشَى-ِ,شَكا,شَكّ,شاك,نَشّ-ِ,أَشاك
نيقية	نَيِّق
نيلاب	NOTFOUND
نيلاط	NOTFOUND
النيل	نَيْل,نِيل
نيمروز	NOTFOUND
نينوى	نِينَوِيّ,نِينَوَى
نيني	NOTFOUND
نيه	نِيّ,نَيّ,نِيَّة
وابش	باش,بَشّ-َ
وابصة	بَصّ-ِ,بَصّ
وابكنة	NOTFOUND
وابل	بَلّ-ِ,إِبْل,بَلا,بال,بَلِي-َ,أَبَلّ,وَبَل-ِ,بَلّ,أَبال,أَبْلَى,وابِل
واتدة	NOTFOUND
واثلة	أَثْل,ثَلّ,أَثَّل,أَثْلَة,أَثَل-ِ
الواحات	واحَة
واحد	أَحَد,حاد-ِ,حاد,حَدّ-ِ,حَدّ,واحِد,أَحَّد,حَدِي,أَحَدّ,حَدا
الواحفان	NOTFOUND
واحف	حَفّ-ِ,حَفّ,حاف-ِ,حَفِي-َ
الوادي	وادِي
الواديين	وادِي
واذار	آذار
واذنان	إِذْن,آذِن,أُذُن
واردات	وارِد
واران	NOTFOUND
وازذ	NOTFOUND
وازواز	NOTFOUND
واسط	ساط,سَطا
واسط	ساط,سَطا
واسم	وَسَم-ِ,سَمّ,ٱِسْم,سام,سَما,أَسام,سَمَّى,أَسْمَى
واشجرد	NOTFOUND
واشلة	شال-ِ,أَشَلّ,شَلّ,أَشال,شال
واضع	ضاع-ِ,واضِع,وَضَع,أَضاع,ضاع
واعقة	أَعَقّ,أَعاق,عَقّ,عاق,عَقِيق
واقرة	قَرّ-َِ,وَقَر-ِ,قَرَى-ِ,أَقَرّ,قَرا
واقس	قَسَّى,أَقْسَى,قَسا,قَسّ,قاس-ِ
واقصة	قَصا,وَقَص-ِ,قَصّ,قَصِي-َ,أَقْصَى
واقف	قَفّ,قَفَّى,قَفا,واقِف,وَقَف-ِ,قَفاً
واقم	قام,قَمّ,أَقام
الواقوصة	NOTFOUND
واكنة	كَنا,كَنّ-ِ,كَنّ,أَكَنّ,كَنَى-ِ,كَنَّى,كان
والبة	أَلَب,لاب,لَبّ,لَبَّى,أَلَّب
الوالجة	NOTFOUND
والس	أَلَّس,وَلَس-ِ,لاس,والَس
واقية	وَقَى-ِ,واقِي,واقِيَة
والع	لاع
والغ	أَلْغَى,وَلَغ-َ,لَغا,لَغِي-َ
والغين	أَلْغَى,غَيْن
وانبة	أَنْبَه,نَبُه,نَبَّه,ناب,نَبا,أَنَبَة,أَناب,نَبَه,نَبِه-َ,أَنَّب
وانشريش	NOTFOUND
وان	إِنَّ,أَن,وَنَى-ِ,آن,وَإِن,أَنّ-ِ,أَنَّ,إِن
واهب	هاب-َ,أَهاب,واهِب,هَبّ,هَبا,أَهَبّ,أَهَّب,إِهاب,وَهَب-َ,أُهْبَة
وايل	أَيِّل,آيِل,وايِل
الوايلية	NOTFOUND
وبار	بارّ,بار,آر
الوبار	NOTFOUND
وبال	آل,بالِي,بال,ال,إِل,وَبال
الوباءة	NOTFOUND
وبرة	بِرّ,بُرّ,وَبِر,وَبَر,بَرّ
وبذة	بَذّ
وبذى	بَذّ,ذِي
وعبرة	عَبْرَ,عَبَّر,عَبْر,عَبْرَة,عَبَر,عِبْرَة
وبعان	عانِي
الوتائر	وَتِيرَة
الوتدات	NOTFOUND
الوتدة	NOTFOUND
الوتر	وِتْر,وَتَر
وتر	وَتَر-ِ,وَتَّر,رَأَى-َ,وِتْر,وَرَى-ِ,وَتَر
الوتران	وَتَر
الوتير	NOTFOUND
الوثيج	NOTFOUND
وج	ج
وجر	جَرّ,وَجْر
وجرة	جَرَّة,جَرّ,وَجْرَة,جُرَّة,وَجْر
وجرى	جَرْي,جَرّ,وَجْر,جَرَى-ِ
وجمة	جَمّ,وَجِم,جَمّ-ُِ
وجمى	جَمّ,وَجِم
وجه	وَجَّه,وَجْه
وحا	NOTFOUND
وحاظة	NOTFOUND
الوحاف	NOTFOUND
وح	ح
وحدة	حِدَة,حِدَّة,حَدّ,وَحْد,وَحَّد,وَحْدَة
وحفاء	NOTFOUND
الوحيدان	وَحِيد
الوحيد	وَحِيد
الوحيدة	وَحِيد
وحيف	حَيْف
وخاب	خاب-ِ
وخدة	خُدَّة,خَدّ
الوخراء	NOTFOUND
وخش	خَشّ
وخفان	خُفّان,خُفّ
وخشمان	NOTFOUND
الوداع	وَداع
وداعة	وَداعَة,وَداع
ودان	دانِي,دان-ِ
ودج	وَدَج,دُجّ,دَجّ-ِ
ودحان	NOTFOUND
الوداء	NOTFOUND
الودداء	NOTFOUND
ود	وَدّ-َ,د,وُدّ
ودعان	NOTFOUND
ودقان	دِقّ
الودكاء	NOTFOUND
الوديان	وادِي,وُدِّيّ
الوديك	وَدِيك
وذار	NOTFOUND
الوذ	لاذ
وذرة	وَذِر-َ,ذَرَّة,ذُرَة,ذَرّ
وذفة	NOTFOUND
وذلان	NOTFOUND
وذنكاباذ	NOTFOUND
وراخ	راخِي
الورادة	NOTFOUND
ورازان	NOTFOUND
ورازون	NOTFOUND
الوراق	وَرّاق
الوراقين	وَرّاق
ورأليز	NOTFOUND
ورام	رامِي,رام-ِ,رام
ورامين	رامِي,رامِين
وراوي	راوِي
ورتنيس	NOTFOUND
ورثال	NOTFOUND
ورثان	رَثّ
ورثين	رَثَى,رَثّ
ورجلان	رَجُل,رِجْل
وردان	NOTFOUND
وردانة	NOTFOUND
الوردانية	NOTFOUND
الورد	وَرْد,وِرْد
الوردية	وَرْدِيّ,وَرْدِيَّة
ورذان	NOTFOUND
ورذانة	NOTFOUND
ورز	رَزّ,رُزّ
ورزنين	NOTFOUND
ورسك	وَرْس
ورسنان	رَسَن
ورسنين	رَسَن
ورشة	وَرْشَة,رَشَّة,وَرِش,وَرَش-ِ,وَرَّش,رَشّ
ورعجن	NOTFOUND
ورغسر	NOTFOUND
وراقان	وَرّاق
ورقود	راقِد,رُقُود
الورقة	وَرَق
الوركاء	NOTFOUND
وركان	وَرْك
وركن	رَكِن-َ,رُكْن,رَكَن
وركوه	رَكْوَة,رَكّ
الوركة	NOTFOUND
وركة	رِكَّة,رَكّ,رُكَّة,وَرْك
الورلة	NOTFOUND
ورنتل	NOTFOUND
ورنخل	NOTFOUND
ورندان	NOTFOUND
ورور	NOTFOUND
وره	NOTFOUND
الوريعة	NOTFOUND
وزاغر	NOTFOUND
وزدول	NOTFOUND
الوزوازة	NOTFOUND
وزوان	زُوان,زانِيَة
وزوالين	NOTFOUND
وزوين	زَوَى-ِ,زَوَّى
الوزيرة	وَزِير
الوزيرية	NOTFOUND
وساع	ساعِي,وَعَى-ِ
وسادة	سَيِّد,ساد,دَهَى-َ,دَهَّى,سادّ,وِسادَة,دَهِي-َ,وَساد,سادَة,وَدَى-ِ
وسافردر	NOTFOUND
الوسائد	وِسادَة
الوسباء	NOTFOUND
وسخاء	سَخاء
وسسكر	NOTFOUND
وسطان	NOTFOUND
وسط	وَسَّط,وَسْطَ,وَسْط
وسقند	NOTFOUND
وسواس	سائِس,وَسْواس
وسوس	سَوَّس,وَسْوَس,سَوِس-َ,سُوس
وسيج	سَيَّج
وسيع	وَعَى-ِ,وَسِيع
وسيم	وَسِيم
الوشاءة	NOTFOUND
وشترة	شَتَر-ِ
وشجى	شَجاً,شَجِي,شَجَّى,شَجِيّ,شَجِي-َ
وشحاء	NOTFOUND
وشقة	وَشَق,شِقّ,شَقّ,شَقَّة,شُقَّة
الوشل	وَشَل
الوشم	وَشْم
وشيج	وَشِيج
الوشيجة	وَشِيجَة,وَشِيج
الوشيع	وَشِيع
وصاب	صابِي
وصاف	وَصّاف,صافِي
الوصيد	وَصِيد
الوصيق	NOTFOUND
الوضاحية	NOTFOUND
وضاخ	NOTFOUND
الوضح	وَضَح
وضرة	ضِرّ,ضَرّ,ضَرَّة,وَضَر
الوضيعة	وَضِيع,وَضِيعَة
الوطيح	NOTFOUND
وعاب	عاب-ِ
وعال	عال-ِ,عال,عالِي
الوعر	وَعْر
الوعساء	NOTFOUND
وعقة	وَعِق,عَقّ,وَعْق
وعل	عَلَّ,وَعْل
وعلان	عَلّان,وَعْلان
الوعلتين	NOTFOUND
الوعواع	NOTFOUND
الوعوعة	وَعْوَعَة
الوعيرة	وَعِير
وفدة	وَفْد,وَفَد-ِ,وَفَّد
الوفاء	وَفاء
وفراء	فَرْوَة,فَراء,فَرّاء
الوقاصية	NOTFOUND
الوقباء	NOTFOUND
الوقبى	NOTFOUND
وقبان	قَبّان,وَقْب,قَبّ
وقش	قَشّ
وقط	قِطّ,قَطّ
وقف	قَفّ,وَقْف,وَقَّف,وَقَف-ِ
الوقواق	وَقْواق
وقير	قِير,قَيَّر
الوقيط	NOTFOUND
وقيط	NOTFOUND
وكار	كار,آر
وكد	وَكَّد,وَكْد,كَدّ
وكراء	راء,كِراء,رائِي
الوكف	وَكْف
الوكيع	NOTFOUND
ولاستجرد	NOTFOUND
ولاشجرد	NOTFOUND
الولجة	NOTFOUND
والولجة	NOTFOUND
ولعان	لَعْنَة,وَلِع,لِعان,عانِي
ولغون	لَغا
ولمة	لَمّ,لُمَّة,لِمَّة,لَمَّة
ولوالج	NOTFOUND
وليداباذ	NOTFOUND
وليلى	وَلِي-ِ,لَيْلَى,لَيْل,لَيْلِيّ
الولية	وَلِيَّة
الوليهة	NOTFOUND
ونج	NOTFOUND
ونجر	نَجَر,أَجار,نَجْر,جَرّ,أَجَرّ,جار,أَجْرَى,جَرَى-ِ
ونداد	NOTFOUND
ون	وَنّ-ِ,وَنّ,ن
ونك	وَنّ-ِ,وَنّ,نِك,وَكَى-ِ
ونندون	NOTFOUND
ونوفاغ	NOTFOUND
ونوفخ	NOTFOUND
ونه	وَهَى-ِ,وَنّ-ِ,وَنّ
الونية	NOTFOUND
وهبن	هاب-َ,وَهَب-َ
وهبين	NOTFOUND
وهد	هَدّ-ِ,هَدّ,وَهْدَة,وَهْد,وَهَّد
وهران	وَهْران
وهرندازان	NOTFOUND
وهشتاباذ	NOTFOUND
وهط	NOTFOUND
ويبوذى	NOTFOUND
ويذاباذ	NOTFOUND
ويذار	NOTFOUND
وير	رَأَى-َ,وَرَى-ِ
ويزة	زُهِي-َ,أَزْهَى,زَها
ويسو	سَوَّى,سَوِي-َ
ويمة	أَماه,ماه-و
ويمية	أَماه
وينا	يِن
هاب	هاب-َ
الهاربية	NOTFOUND
هاروت	NOTFOUND
الهارونية	NOTFOUND
هارة	هار
الهاروني	NOTFOUND
هاش	هاش,هاشّ,هاش-ِ
الهاشمية	هاشِمِيّ
هاطرى	NOTFOUND
الهام	هامّ,هام,إِلْهام
الهامة	هامّ,هامَة,إِلْهام
الهباءة	هَباء
الهباتان	NOTFOUND
هبالة	NOTFOUND
هبراثان	NOTFOUND
هبزتان	NOTFOUND
هبكات	NOTFOUND
هبل	هِبَلّ,أَهْبَل,هَبِل-َ
هبود	NOTFOUND
الهبير	NOTFOUND
الهتاخ	NOTFOUND
هترونة	NOTFOUND
الهتمة	NOTFOUND
الهتيل	NOTFOUND
الهتي	إِلٰه
الهجران	NOTFOUND
هجر	هَجَر,هَجَّر,هَجْر
الهجر	هَجْر
هجر	هَجَر,هَجَّر,هَجْر
هجول	NOTFOUND
الهجرة	هِجْرَة
الهجرين	NOTFOUND
الهجيرة	هَجِيرَة
هدى	هَدْي,هَدَى-ِ,هَدّ,هُدَى
الهدا	NOTFOUND
الهدار	هَدّار
الهدالة	NOTFOUND
الهدان	NOTFOUND
الهدأة	هَدْء
الهدبية	NOTFOUND
الهدراء	NOTFOUND
الهدملة	NOTFOUND
الهدم	هَدْم
هدن	هاد,هَدَن-ِ,هَدَّن
الهدة	هَدَّة,لَهَد-َ
الهدية	هَدِيَّة,هَدْيَة
الهرار	NOTFOUND
هراميت	NOTFOUND
هران	NOTFOUND
هراة	هَرا,هَراة,هَرّ-ِ
الهرث	NOTFOUND
هرجاب	NOTFOUND
الهردة	NOTFOUND
الهر	هِرّ
هرشير	NOTFOUND
هرشى	هَرْش
هرقلة	NOTFOUND
الهرماس	NOTFOUND
هركام	NOTFOUND
هركند	NOTFOUND
الهرمان	هَرِم,هَرَم
هرمز	NOTFOUND
هرمزجرد	NOTFOUND
هرمزغند	NOTFOUND
هرمزفره	NOTFOUND
هرمشير	NOTFOUND
الهرم	هَرِم,هَرَم
هرمة	هَرِم,هَرَّم,هَرَم
هرند	NOTFOUND
هروب	هُرُوب
هرور	NOTFOUND
الهزار	هِزار
الهزاردر	NOTFOUND
هزارأسب	NOTFOUND
الهزر	هَزْر
الهزم	هَزْم
هزمان	NOTFOUND
هزمة	هَزْم,هَزَم-ِ
هزو	NOTFOUND
الهزوم	NOTFOUND
الهزيم	هَزِيم
هسنجان	NOTFOUND
هضاب	هَضْبَة
هضاض	NOTFOUND
هضام	NOTFOUND
هضب	هَضَب-ِ
هضب	هَضَب-ِ
هضيم	هَضِيم
الهضيمية	NOTFOUND
الهطال	NOTFOUND
الهطالة	NOTFOUND
الهطيف	NOTFOUND
هفتاد	NOTFOUND
هفتان	هَفْتان
هفتجرد	NOTFOUND
هفترك	NOTFOUND
هفرفر	NOTFOUND
هفندى	NOTFOUND
الهفة	لَهِف-َ
الهكارية	NOTFOUND
هكران	NOTFOUND
هكر	هَكِر-َ
هكة	NOTFOUND
هلال	هِلال
هلباء	أَهْلَب
هلثا	NOTFOUND
هلس	هَلَس-ِ,هَلَّس,هَلْس
هلورس	NOTFOUND
الهلية	NOTFOUND
الهماء	NOTFOUND
الهماج	NOTFOUND
الهمامين	هُمام,هَمّام
الهمامية	NOTFOUND
همانية	NOTFOUND
الهمج	هَمَج
همد	هَمَّد,هَمَد
همذان	NOTFOUND
همزى	هَمْز
همينيا	NOTFOUND
هنا	هُنا,هَنّ-ِ
هنتل	NOTFOUND
هندمند	NOTFOUND
هندوان	NOTFOUND
هنديجان	NOTFOUND
هنزيط	NOTFOUND
هنن	هَنّ-ِ
هنكام	NOTFOUND
هنيدة	NOTFOUND
الهنيما	NOTFOUND
هني	هَنِيّ
هنين	NOTFOUND
الهوابج	NOTFOUND
الهواريون	NOTFOUND
الهوافي	NOTFOUND
هوب	NOTFOUND
هوبر	NOTFOUND
الهور	هَوْر
هورقان	NOTFOUND
هوزن	NOTFOUND
هوسم	NOTFOUND
هوفان	NOTFOUND
هولى	هَوْل
الهويت	NOTFOUND
هونين	NOTFOUND
هو	هُوَ,هُو
هيان	NOTFOUND
هيت	هَيْتَ,هِيت,هَيَّت
هيثماباذ	NOTFOUND
هيثم	هَيْثَم
هيج	هَيْج,هَيَّج
هيد	NOTFOUND
هيدة	NOTFOUND
هير	هَيِّر,هَيَّر
هيسان	NOTFOUND
هيطل	هَيْطَل
هيلاء	NOTFOUND
هيلاقوس	NOTFOUND
هيلان	هَيَلان
هيوة	NOTFOUND
الهييما	NOTFOUND
يابره	أَبَر-ُِ
اليابس	يابِس
يابسة	يابِس,يابِسَة
الياج	NOTFOUND
يأجج	أَجّ
الياروقية	NOTFOUND
ياركث	NOTFOUND
يارم	أَرَم-ِ
يأزل	NOTFOUND
يازور	NOTFOUND
ياسر	ياسِر,ياسَر,أَسَر-ِ
ياسورين	NOTFOUND
ياسرة	ياسِر,أَسَر-ِ
الياسرية	NOTFOUND
ياسوف	NOTFOUND
ياطب	NOTFOUND
يافا	يافا
يافع	يافِع
ياق	NOTFOUND
ياقد	NOTFOUND
ياقين	NOTFOUND
يام	NOTFOUND
يامور	NOTFOUND
يانه	أَنَى-ِ
ياية	ياي
يبت	بَتّ,بات-ِ,أَبات
يبرود	NOTFOUND
يبرين	بَرَى-ِ
يبمبم	NOTFOUND
يبنى	بَنَى-ِ,أَبان
يبنبم	NOTFOUND
يبوس	باس
يبة	بَهِي-َ
يبين	أَبان,بَيَّن,بان-ِ
اليتائم	NOTFOUND
يتيب	NOTFOUND
يترب	تَرَّب,تَرَبَّى,أَتْرَب,تَرِب-َ
يتيم	يَتِيم,تام,تَيَّم
اليتيمة	يَتِيم
يثجل	NOTFOUND
يثرب	ثَرَب-ِ,يَثْرِب,ثَرَّب
يثربة	ثَرَب-ِ,ثَرَّب
يثقب	أَثْقَب,ثَقَّب,ثَقَب
يثلث	ثَلَّث
يثمثم	NOTFOUND
يثوب	ثَوَّب,ثاب
يجودة	جاد
يحصب	حَصِب-َ,حَصَب-ُِ,حَصَّب
يحطوط	NOTFOUND
يحمول	NOTFOUND
يحموم	NOTFOUND
يدعان	وَدَع-َ,دَعّ-َ
يدعة	وَدَع-َ,ٱِدَّعَى,دَعّ-َ,دَعا
اليدملة	NOTFOUND
يدوم	دام,دَوَّم
يديع	NOTFOUND
يذبل	ذَبَل
يذخكث	NOTFOUND
يراخ	NOTFOUND
يرامل	NOTFOUND
يربغ	NOTFOUND
يرثد	NOTFOUND
يرثم	NOTFOUND
يرعة	يَرَع,رَعا,أَراع,أَرْعَى,راع,راع-ِ,رَعَى-َ
يرمرم	NOTFOUND
يرمل	أَرْمَل,رَمَّل
يرملة	رَمَّل
يرموك	يَرْمُوك,رَمَى-ِ,رَمّ
يرنا	رَنّ-ِ,رَأَى-َ,وَرَى-ِ
يرني	رَأَى-َ,وَرَى-ِ,رَنَّى,أَرْنَى
يرولة	رَوَّل
يريض	NOTFOUND
يريم	رام-ِ,رَيَّم
يزداباذ	NOTFOUND
يزد	زاد-ِ,أَزاد
يزدود	NOTFOUND
يزن	وَزَن-ِ,زَنَى-ِ,زان-ِ,زَنّ
يزيد	زاد-ِ,زَيَّد,أَزاد
يزيدان	زاد-ِ,زَيَّد,أَزاد
اليزيدية	يَزِيدِيّ
يسار	أَسار,يَسار,سارّ
اليستغور	NOTFOUND
يسر	أَسَرّ,أَسار,سَرّ,يَسُر,أَسْرَى,يَسَّر,يَسِر-َ,يُسْر,سَرَى-ِ,سار-ِ,سَرَّى
يسنم	NOTFOUND
يسنوم	NOTFOUND
يسوم	سام,سَوَّم
يسيركث	NOTFOUND
يعار	عار-َ,أَعار
يعرج	عَرَج,عَرِج-َ,أَعْرَج,عَرَّج
يعر	وَعَر-ِ,عار-َ,عَرّ,عَرَّى,أَعار,عَرا,عار-ِ,عَرِي-َ
يعسوب	NOTFOUND
يعمر	عَمَر,عَمَّر,أَعْمَر,عَمُر,عَمِر-َ
اليعمرية	NOTFOUND
اليعملة	NOTFOUND
يعمون	عَمِي-َ,عَمّ,عَمَّى,أَعْمَى
يعوق	عَوَّق,عاق
يغنى	أَغْنَى,غَنِي-َ,غَنَّى
يغوث	غَوَّث
اليفاع	يَفاع
يفتل	فَتَّل,فَتَل-ِ
يفعان	يَفَع
يفور	فَوَّر,فار
اليقاع	NOTFOUND
يقن	يَقْن,يَقِن-َ,قَنا,يَقِن,قَنَى-ِ
يكشوثا	NOTFOUND
يك	وَكَى-ِ
يكك	وَكَى-ِ
يلابن	NOTFOUND
يلبن	لاب,لَبَّن
يلدان	وَلَد-ِ,لَدّ
يلملم	لَمْلَم
يليل	NOTFOUND
يما	NOTFOUND
يمابرت	NOTFOUND
اليمامة	يَمام
يم	NOTFOUND
اليمن	يَمَن,يُمْن
يمن	مَنّ,مَنا,مَنَّى,يَمَن,يَمِن-َ,مَنَى-ِ,أَمَنّ,يُمْن,يَمُن,يَمَّن
يمني	مَنَّى,يَمَن,مَنَى-ِ,يُمْن,يُمْنَى,يَمَنِيّ
يمؤود	NOTFOUND
يمين	يَمِين
اليمينين	يَمِين
ينابعات	NOTFOUND
ينابع	NOTFOUND
يناصيب	NOTFOUND
ينبع	ٱِنْباع,أَنْبَع,يَنْبُع,نَبَع-َُِ
ينبغ	ٱِنْبَغَى,نَبَغ-َُِ
ينبوتة	NOTFOUND
ينجا	NOTFOUND
ينجلوس	NOTFOUND
ينخع	NOTFOUND
ينخوب	NOTFOUND
ينسوع	NOTFOUND
ينسوعة	NOTFOUND
ينشتة	NOTFOUND
ينصوب	NOTFOUND
ينعب	نَعَب-ِ,نَعَب-َ
ينقب	نَقَّب,نَقَب,نَقِب
ينكف	نَكَف,ٱِنْكَفّ
ينكوب	NOTFOUND
ينكير	NOTFOUND
ين	وَنَى-ِ,يِن
ينوف	ناف
ينوفة	ناف
ينوق	NOTFOUND
ينونش	NOTFOUND
يوان	يُوان
يوخشون	NOTFOUND
يوذى	NOTFOUND
يوز	وَزّ
يوزكند	NOTFOUND
يوسان	NOTFOUND
يوغنك	NOTFOUND
يونارت	NOTFOUND
يونان	وَنّ-ِ,يُونان
أليون	NOTFOUND
يؤيؤ	NOTFOUND
يهرع	أَهْرَع,هَرَع-َ,هَرَّع
اليهودية	يَهُودِيّ,يَهُودِيَّة
ييعث	NOTFOUND
يين	NOTFOUND
##### Compound Toponyms
آبار الأعراب	COMPOUND
آبل القمح	COMPOUND
آبل السوق	COMPOUND
آجام البريد	COMPOUND
درب الآجر	COMPOUND
آل قراس	COMPOUND
نهر أبا	COMPOUND
أبارق بينة	COMPOUND
هضب الأبارق	COMPOUND
أبارق بسيان	COMPOUND
أبارق الثمدين	COMPOUND
أبارق حقيل	COMPOUND
أبارق طلخام	COMPOUND
أبارق قنا	COMPOUND
أبارق اللكاك	COMPOUND
أبارق النسر	COMPOUND
أبان الأسود	COMPOUND
أبرقا زياد	COMPOUND
أبرق أعشاش	COMPOUND
أبرق البادي	COMPOUND
أبرق ذي جدد	COMPOUND
أبرق ذي الجموع	COMPOUND
أبرق الحزن	COMPOUND
أبرق الحنان	COMPOUND
أبرق الخرجاء	COMPOUND
أبرق دآث	COMPOUND
أبرق ذات مأسل	COMPOUND
أبرق الربذة	COMPOUND
أبرق الروحان	COMPOUND
أبرق ضيحان	COMPOUND
أبرق العزاف	COMPOUND
أبرق عمران	COMPOUND
أبرق العيشوم	COMPOUND
بداء الأبرق	COMPOUND
أبرق الكبريت	COMPOUND
أبرق المردوم	COMPOUND
أبرق النعار	COMPOUND
أبرق الوضاح	COMPOUND
أبرق الهيج	COMPOUND
ابنا طمر	COMPOUND
ابنا عوار	COMPOUND
ابن مدى	COMPOUND
أبو خالد	COMPOUND
أبو قبيس	COMPOUND
أبو محمد	COMPOUND
أبو منجوج	COMPOUND
أبو هرميس	COMPOUND
أثال مالك	COMPOUND
أصل الثبرة	COMPOUND
ذو أثيفية	COMPOUND
أجبال صبح	COMPOUND
أجمة برس	COMPOUND
أجناد الشام	COMPOUND
أحامر البغيبغة	COMPOUND
أحامر قرى	COMPOUND
أحجار الثمام	COMPOUND
أخشن وخشين	COMPOUND
أذرع أكباد	COMPOUND
إرام الكناس	COMPOUND
أرطة الليث	COMPOUND
أرم خاست	COMPOUND
إرم ذات العماد	COMPOUND
إرم الكلبة	COMPOUND
إسبيذ رستاق	COMPOUND
إستان البهقباذ الأسفل	COMPOUND
إستان البهقباذ الأعلى	COMPOUND
إستان البهقباذ الأوسط	COMPOUND
إستان سو	COMPOUND
الإستان العال	COMPOUND
أسود الحمى	COMPOUND
أسود العشاريات	COMPOUND
أسود العين	COMPOUND
أسود النسا	COMPOUND
ذو أشرق	COMPOUND
أشلاء اللحام	COMPOUND
أضاءة لبن	COMPOUND
أطط ويقال أطد	COMPOUND
أطم الأضبط	COMPOUND
أعلاق أنعم	COMPOUND
أقناب دثر	COMPOUND
أم العرب	COMPOUND
أم أذن	COMPOUND
أم أمهار	COMPOUND
أم أوعال	COMPOUND
أم جحدم	COMPOUND
أم جعفر	COMPOUND
أم حبو كوى	COMPOUND
أم حنين	COMPOUND
أم خرمان	COMPOUND
أم خنور	COMPOUND
أم دنين	COMPOUND
أم رحم	COMPOUND
أمرة مفروق	COMPOUND
أم سخل	COMPOUND
أم السليط	COMPOUND
أم صبار	COMPOUND
أم العيال	COMPOUND
أم العين	COMPOUND
أم غرس	COMPOUND
أم غزالة	COMPOUND
أم القرى	COMPOUND
أم موسل	COMPOUND
إيران شهر	COMPOUND
إيوان كسرى	COMPOUND
بئر أرما	COMPOUND
بئر أريس	COMPOUND
بئر الأسود	COMPOUND
بئر ألية	COMPOUND
بئر أنا	COMPOUND
بئر بضاعة	COMPOUND
بئر بني بريمة	COMPOUND
بئر جشم	COMPOUND
بئر جمل	COMPOUND
بئر حاء	COMPOUND
بئر حصن	COMPOUND
بئر الدريك	COMPOUND
بئر ذروان	COMPOUND
بئر رومة	COMPOUND
بئر الشعوبي	COMPOUND
بئر شوذب	COMPOUND
بئر عائشة	COMPOUND
بئر عروة	COMPOUND
بئر عكرمة	COMPOUND
بئر عمرو	COMPOUND
